"","AGE","HAULJOIN","REGION","SPECIMENID","BIOSTRATUM","SPECIES_CODE","LENGTH","WEIGHT","SEX","START_TIME","BOTTOM_DEPTH","STRATUM","GEAR_TEMPERATURE","BOTTOM_TYPE","GEAR_DEPTH","PERFORMANCE","DURATION","DISTANCE_FISHED","NET_WIDTH","NET_HEIGHT","NET_MEASURED","START_LATITUDE","END_LATITUDE","START_LONGITUDE","END_LONGITUDE","SURFACE_TEMPERATURE","GEAR","HAULJOIN.1","BOTTOM_DEPTH.1","ABUNDANCE_HAUL","INPFC_AREA","MIN_DEPTH","MAX_DEPTH","DESCRIPTION","REGULATORY_AREA_NAME","STRATUM_TYPE","Quarters","Months","YEAR","Cohort","GrowthMorph","aBIN"
"28",2,-10723,"GOA",318,0,10200,140,10,2,2013-07-22 09:38:36,407,341,4.2,NA,403,0,0.254,1.412,16.831,4.452,"Y",59.24872,59.25621,-146.59119,-146.57157,13.2,172,-10723,407,"Y","Yakutat        ",301,500,"Yakutat Slope                 ","EASTERN GOA","SLOPE","Q3","July",2013,2011,"EASTERN",2
"29",2,985794,"GOA",322,33,10200,120,8,3,1999-06-28 16:41:55,96,33,6.2,NA,96,0,0.2675,1.495,13.915,8.279,"Y",59.40995,59.3968,-150.7294,-150.7335,10.1,172,985794,96,"Y","Kodiak         ",1,100,"Kenai Peninsula               ","CENTRAL GOA","SHELF","Q2","June",1999,1997,"NOT_EASTERN",2
"30",2,-13149,"GOA",34,0,10200,180,28,1,2005-07-25 08:14:50,147,151,8.3,3,140,0,0.255,1.446,15.953,7.06,"Y",55.55204,55.56336,-133.7856,-133.7757,13.8,172,-13149,147,"Y","Southeastern   ",101,200,"Prince of Wales Shelf         ","EASTERN GOA","SHELF","Q3","July",2005,2003,"EASTERN",2
"31",2,-6007,"GOA",233,0,10200,170,22,1,2009-07-01 17:36:17,168,130,NA,NA,163,6.21,0.281,1.463,17.357,5.499,"Y",56.8769,56.86632,-152.51089,-152.4978,NA,172,-6007,168,"Y","Kodiak         ",101,200,"Albatross Gullies             ","CENTRAL GOA","GULLY","Q3","July",2009,2007,"NOT_EASTERN",2
"32",2,1173594,"GOA",584,0,10200,180,28,1,2003-07-26 20:30:41,141,151,6.6,NA,135,0,0.25,1.416,16.51,5.902,"Y",54.94987,54.95373,-133.5762,-133.59689,12.6,172,1173594,141,"Y","Southeastern   ",101,200,"Prince of Wales Shelf         ","EASTERN GOA","SHELF","Q3","July",2003,2001,"EASTERN",2
"33",2,-19631,"GOA",311,0,10200,150,16,2,2019-07-28 07:00:40,122,50,7.1,NA,115,0,0.258,1.379,15.015,6.747,"Y",57.49249,57.48354,-135.89975,-135.88394,13,172,-19631,122,"Y","Southeastern   ",1,100,"Southeastern Shallows         ","EASTERN GOA","SHELF","Q3","July",2019,2017,"EASTERN",2
"34",2,985899,"GOA",50,13,10200,180,30,1,1999-05-27 10:15:11,99,13,2.7,NA,99,0,0.2592,1.523,14.161,7.729,"Y",55.00985,54.99979,-160.4144,-160.4304,4.4,172,985899,99,"Y","Shumagin       ",1,100,"Shumagin Bank                 ","WESTERN GOA","SHELF","Q2","May",1999,1997,"NOT_EASTERN",2
"35",2,-18932,"GOA",42,0,10200,200,42,1,2019-06-04 14:32:05,88,13,6,NA,81,0,0.282,1.568,15.237,7.127,"Y",54.88902,54.88853,-160.98331,-161.00765,7.7,172,-18932,88,"Y","Shumagin       ",1,100,"Shumagin Bank                 ","WESTERN GOA","SHELF","Q2","June",2019,2017,"NOT_EASTERN",2
"36",2,985899,"GOA",51,13,10200,190,38,1,1999-05-27 10:15:11,99,13,2.7,NA,99,0,0.2592,1.523,14.161,7.729,"Y",55.00985,54.99979,-160.4144,-160.4304,4.4,172,985899,99,"Y","Shumagin       ",1,100,"Shumagin Bank                 ","WESTERN GOA","SHELF","Q2","May",1999,1997,"NOT_EASTERN",2
"37",2,-18922,"GOA",49,0,10200,230,50,1,2019-06-05 07:24:11,129,12,5.4,NA,123,0,0.259,1.412,16.554,6.205,"Y",55.47043,55.45816,-160.58875,-160.58312,7.9,172,-18922,129,"Y","Shumagin       ",1,100,"Lower Alaska Peninsula        ","WESTERN GOA","SHELF","Q2","June",2019,2017,"NOT_EASTERN",2
"38",2,-17248,"GOA",242,0,10200,210,56,2,2017-07-25 06:55:58,40,40,8.4,NA,34,0,0.287,1.57,19.399,6.485,"Y",59.70834,59.70747,-141.12127,-141.09356,13.8,172,-17248,40,"Y","Yakutat        ",1,100,"Yakutat Shallows              ","EASTERN GOA","SHELF","Q3","July",2017,2015,"EASTERN",2
"39",2,1078074,"GOA",289,0,10200,170,22,1,2001-06-30 11:48:44,139,130,5.3,NA,133,0,0.26,1.571,16.76,6.334,"Y",56.76609,56.77818,-153.278,-153.2675,11.9,172,1078074,139,"Y","Kodiak         ",101,200,"Albatross Gullies             ","CENTRAL GOA","GULLY","Q2","June",2001,1999,"NOT_EASTERN",2
"40",2,-19178,"GOA",86,0,10200,230,55,2,2019-06-10 08:26:03,161,20,5.6,NA,155,0,0.263,1.41,15.725,6.332,"Y",56.11831,56.12731,-158.60474,-158.58884,9,172,-19178,161,"Y","Chirikof       ",1,100,"Upper Alaska Peninsula        ","CENTRAL GOA","SHELF","Q2","June",2019,2017,"NOT_EASTERN",2
"41",2,881106,"GOA",369,40,10200,170,28,2,1996-07-20 06:48:26,65,40,6.4,NA,65,0,0.3083,1.712,16.347,6.054,"Y",59.84297,59.83564,-141.9345,-141.908,13.3,172,881106,65,"Y","Yakutat        ",1,100,"Yakutat Shallows              ","EASTERN GOA","SHELF","Q3","July",1996,1994,"EASTERN",2
"42",2,-16745,"GOA",79,0,10200,200,36,2,2017-06-14 13:36:26,106,120,4.7,NA,99,0,0.272,1.468,17.707,6.684,"Y",55.67482,55.67529,-159.19582,-159.21906,8.1,172,-16745,106,"Y","Chirikof       ",101,200,"East Shumagin Gully           ","CENTRAL GOA","GULLY","Q2","June",2017,2015,"NOT_EASTERN",2
"43",2,1173426,"GOA",289,0,10200,180,34,2,2003-07-03 20:56:36,147,130,5.8,4,141,0,0.25,1.447,16.802,6.221,NA,56.6137,56.62451,-153.4061,-153.394,10.1,172,1173426,147,"Y","Kodiak         ",101,200,"Albatross Gullies             ","CENTRAL GOA","GULLY","Q3","July",2003,2001,"NOT_EASTERN",2
"44",2,985937,"GOA",423,151,10200,190,40,1,1999-07-22 06:44:19,121,151,6.8,NA,121,0,0.2594,1.473,15.587,6.508,"Y",55.6149,55.6279,-133.9991,-133.9957,9.7,172,985937,121,"Y","Southeastern   ",101,200,"Prince of Wales Shelf         ","EASTERN GOA","SHELF","Q3","July",1999,1997,"EASTERN",2
"45",2,-16898,"GOA",182,0,10200,190,38,2,2017-07-13 07:12:56,50,32,6.7,NA,43,0,0.281,1.519,14.39,7.042,"Y",59.72355,59.72963,-151.12855,-151.10448,12.5,172,-16898,50,"Y","Kodiak         ",1,100,"Lower Cook Inlet              ","CENTRAL GOA","SHELF","Q3","July",2017,2015,"NOT_EASTERN",2
"46",2,-19631,"GOA",310,0,10200,150,16,2,2019-07-28 07:00:40,122,50,7.1,NA,115,0,0.258,1.379,15.015,6.747,"Y",57.49249,57.48354,-135.89975,-135.88394,13,172,-19631,122,"Y","Southeastern   ",1,100,"Southeastern Shallows         ","EASTERN GOA","SHELF","Q3","July",2019,2017,"EASTERN",2
"47",2,1173425,"GOA",287,0,10200,210,40,2,2003-07-03 19:02:07,152,130,6.2,3,146,0,0.26,1.441,16.739,6.271,NA,56.66161,56.66144,-153.5023,-153.479,10.1,172,1173425,152,"Y","Kodiak         ",101,200,"Albatross Gullies             ","CENTRAL GOA","GULLY","Q3","July",2003,2001,"NOT_EASTERN",2
"48",2,-5153,"GOA",121,0,10200,180,34,2,2009-06-17 07:26:21,96,22,4.9,NA,90,0,0.303,1.839,15.731,6.013,"Y",56.22383,56.21203,-154.5164,-154.5365,7.8,172,-5153,96,"Y","Chirikof       ",1,100,"Chirikof Bank                 ","CENTRAL GOA","SHELF","Q2","June",2009,2007,"NOT_EASTERN",2
"49",2,1077769,"GOA",137,0,10200,200,42,2,2001-06-19 07:28:35,49,35,6.7,NA,42,0,0.28,1.59,14.787,6.707,"Y",58.03386,58.03607,-153.233,-153.259,10.8,172,1077769,49,"Y","Kodiak         ",1,100,"Northern Kodiak Shallows      ","CENTRAL GOA","SHELF","Q2","June",2001,1999,"NOT_EASTERN",2
"50",2,1077763,"GOA",127,0,10200,180,26,2,2001-06-17 13:42:23,263,220,5.5,NA,257,0,0.27,1.463,15.841,6.326,"Y",56.84745,56.86021,-155.96831,-155.9671,10.9,172,1077763,263,"Y","Chirikof       ",201,300,"Lower Shelikof Gully          ","CENTRAL GOA","GULLY","Q2","June",2001,1999,"NOT_EASTERN",2
"51",2,-12624,"GOA",82,0,10200,170,24,1,2005-06-09 10:38:22,161,120,5,3,155,0,0.26,1.485,16.12,6.317,"Y",55.48326,55.49608,-158.6864,-158.68201,9,172,-12624,161,"Y","Chirikof       ",101,200,"East Shumagin Gully           ","CENTRAL GOA","GULLY","Q2","June",2005,2003,"NOT_EASTERN",2
"52",2,1173426,"GOA",292,0,10200,190,28,2,2003-07-03 20:56:36,147,130,5.8,4,141,0,0.25,1.447,16.802,6.221,NA,56.6137,56.62451,-153.4061,-153.394,10.1,172,1173426,147,"Y","Kodiak         ",101,200,"Albatross Gullies             ","CENTRAL GOA","GULLY","Q3","July",2003,2001,"NOT_EASTERN",2
"53",2,-7724,"GOA",180,0,10200,210,46,1,2011-06-28 07:09:19,120,30,5,NA,113,0,0.266,1.459,15.209,6.927,"Y",57.05713,57.05027,-153.43253,-153.41213,9.9,172,-7724,120,"Y","Kodiak         ",1,100,"Albatross Shallows            ","CENTRAL GOA","SHELF","Q2","June",2011,2009,"NOT_EASTERN",2
"54",2,-12718,"GOA",302,0,10200,160,24,2,2005-06-24 13:31:39,107,30,6.4,1,101,0,0.261,1.48,16.061,5.818,"Y",56.95755,56.96992,-153.4158,-153.423,9.7,172,-12718,107,"Y","Kodiak         ",1,100,"Albatross Shallows            ","CENTRAL GOA","SHELF","Q2","June",2005,2003,"NOT_EASTERN",2
"55",2,-16477,"GOA",60,0,10200,190,34,1,2017-06-09 15:22:30,139,110,5.1,NA,133,0,0.264,1.432,16.652,5.878,"Y",54.5476,54.54814,-160.7593,-160.78134,7.9,172,-16477,139,"Y","Shumagin       ",101,200,"Sanak Gully                   ","WESTERN GOA","GULLY","Q2","June",2017,2015,"NOT_EASTERN",2
"56",2,-16734,"GOA",109,0,10200,190,30,2,2017-06-28 09:47:42,166,121,6.2,NA,160,0,0.267,1.442,15.815,6.033,"Y",58.26137,58.27182,-154.04804,-154.03357,9.4,172,-16734,166,"Y","Chirikof       ",101,200,"Shelikof Edge                 ","CENTRAL GOA","SHELF","Q2","June",2017,2015,"NOT_EASTERN",2
"57",2,-6007,"GOA",232,0,10200,170,22,1,2009-07-01 17:36:17,168,130,NA,NA,163,6.21,0.281,1.463,17.357,5.499,"Y",56.8769,56.86632,-152.51089,-152.4978,NA,172,-6007,168,"Y","Kodiak         ",101,200,"Albatross Gullies             ","CENTRAL GOA","GULLY","Q3","July",2009,2007,"NOT_EASTERN",2
"58",2,1077847,"GOA",199,0,10200,170,24,2,2001-06-25 07:08:34,256,231,5,NA,250,0,0.3,1.555,17.188,6.202,"Y",56.29729,56.30333,-153.158,-153.1801,9.4,172,1077847,256,"Y","Kodiak         ",201,300,"Kodiak Slope                  ","CENTRAL GOA","SLOPE","Q2","June",2001,1999,"NOT_EASTERN",2
"59",2,-19562,"GOA",370,0,10200,230,68,1,2019-07-29 09:51:12,93,50,7.6,NA,86,0,0.289,1.623,15.524,6.894,"Y",55.42843,55.44263,-133.8939,-133.89954,13,172,-19562,93,"Y","Southeastern   ",1,100,"Southeastern Shallows         ","EASTERN GOA","SHELF","Q3","July",2019,2017,"EASTERN",2
"60",2,1078055,"GOA",268,0,10200,190,32,1,2001-06-25 10:56:09,120,130,5.9,NA,114,0,0.27,1.577,17.04,6.413,"Y",56.53472,56.52556,-153.4666,-153.4845,10.6,172,1078055,120,"Y","Kodiak         ",101,200,"Albatross Gullies             ","CENTRAL GOA","GULLY","Q2","June",2001,1999,"NOT_EASTERN",2
"61",2,-16850,"GOA",133,0,10200,250,84,2,2017-07-02 16:20:15,146,130,6.5,NA,140,0,0.274,1.5,16.513,6.254,"Y",57.59946,57.61163,-151.82372,-151.83445,9,172,-16850,146,"Y","Kodiak         ",101,200,"Albatross Gullies             ","CENTRAL GOA","GULLY","Q3","July",2017,2015,"NOT_EASTERN",2
"62",2,1173425,"GOA",284,0,10200,190,34,2,2003-07-03 19:02:07,152,130,6.2,3,146,0,0.26,1.441,16.739,6.271,NA,56.66161,56.66144,-153.5023,-153.479,10.1,172,1173425,152,"Y","Kodiak         ",101,200,"Albatross Gullies             ","CENTRAL GOA","GULLY","Q3","July",2003,2001,"NOT_EASTERN",2
"63",2,-12624,"GOA",96,0,10200,120,10,1,2005-06-09 10:38:22,161,120,5,3,155,0,0.26,1.485,16.12,6.317,"Y",55.48326,55.49608,-158.6864,-158.68201,9,172,-12624,161,"Y","Chirikof       ",101,200,"East Shumagin Gully           ","CENTRAL GOA","GULLY","Q2","June",2005,2003,"NOT_EASTERN",2
"64",2,-19631,"GOA",309,0,10200,130,8,2,2019-07-28 07:00:40,122,50,7.1,NA,115,0,0.258,1.379,15.015,6.747,"Y",57.49249,57.48354,-135.89975,-135.88394,13,172,-19631,122,"Y","Southeastern   ",1,100,"Southeastern Shallows         ","EASTERN GOA","SHELF","Q3","July",2019,2017,"EASTERN",2
"65",2,-10383,"GOA",174,0,10200,130,8,1,2013-06-28 09:17:11,183,121,4.8,NA,178,0,0.264,1.506,17.017,5.38,"Y",56.75693,56.74534,-155.31258,-155.32524,7.4,172,-10383,183,"Y","Chirikof       ",101,200,"Shelikof Edge                 ","CENTRAL GOA","SHELF","Q2","June",2013,2011,"NOT_EASTERN",2
"66",2,1078020,"GOA",190,0,10200,150,8,1,2001-06-15 10:58:48,259,220,5.5,NA,253,0,0.27,1.53,17.191,6.294,"Y",56.6005,56.60929,-155.87151,-155.8531,9.2,172,1078020,259,"Y","Chirikof       ",201,300,"Lower Shelikof Gully          ","CENTRAL GOA","GULLY","Q2","June",2001,1999,"NOT_EASTERN",2
"67",2,1173317,"GOA",321,0,10200,150,14,1,2003-07-05 08:41:14,376,330,4.3,4,370,0,0.28,1.6,17.071,5.872,NA,57.09093,57.08735,-151.1796,-151.2047,10.7,172,1173317,376,"Y","Kodiak         ",301,500,"Kodiak Slope                  ","CENTRAL GOA","SLOPE","Q3","July",2003,2001,"NOT_EASTERN",2
"68",2,-8306,"GOA",223,0,10200,170,20,2,2011-07-05 14:35:56,151,130,4.3,NA,145,0,0.27,1.494,16.178,5.975,"Y",56.74095,56.75023,-153.19447,-153.17707,10.7,172,-8306,151,"Y","Kodiak         ",101,200,"Albatross Gullies             ","CENTRAL GOA","GULLY","Q3","July",2011,2009,"NOT_EASTERN",2
"69",2,1078055,"GOA",265,0,10200,160,20,2,2001-06-25 10:56:09,120,130,5.9,NA,114,0,0.27,1.577,17.04,6.413,"Y",56.53472,56.52556,-153.4666,-153.4845,10.6,172,1078055,120,"Y","Kodiak         ",101,200,"Albatross Gullies             ","CENTRAL GOA","GULLY","Q2","June",2001,1999,"NOT_EASTERN",2
"70",2,-12605,"GOA",52,0,10200,130,8,1,2005-06-03 09:37:35,137,110,5.2,NA,131,0,0.25,1.397,16.519,5.874,"Y",54.51096,54.51185,-160.8306,-160.8519,7.6,172,-12605,137,"Y","Shumagin       ",101,200,"Sanak Gully                   ","WESTERN GOA","GULLY","Q2","June",2005,2003,"NOT_EASTERN",2
"71",2,-6006,"GOA",229,0,10200,180,32,1,2009-07-01 15:36:01,137,130,4.9,NA,132,0,0.278,1.548,17.306,5.135,"Y",56.83869,56.82784,-152.59351,-152.57851,10.8,172,-6006,137,"Y","Kodiak         ",101,200,"Albatross Gullies             ","CENTRAL GOA","GULLY","Q3","July",2009,2007,"NOT_EASTERN",2
"72",2,-12624,"GOA",95,0,10200,160,16,1,2005-06-09 10:38:22,161,120,5,3,155,0,0.26,1.485,16.12,6.317,"Y",55.48326,55.49608,-158.6864,-158.68201,9,172,-12624,161,"Y","Chirikof       ",101,200,"East Shumagin Gully           ","CENTRAL GOA","GULLY","Q2","June",2005,2003,"NOT_EASTERN",2
"73",2,-8306,"GOA",216,0,10200,160,16,1,2011-07-05 14:35:56,151,130,4.3,NA,145,0,0.27,1.494,16.178,5.975,"Y",56.74095,56.75023,-153.19447,-153.17707,10.7,172,-8306,151,"Y","Kodiak         ",101,200,"Albatross Gullies             ","CENTRAL GOA","GULLY","Q3","July",2011,2009,"NOT_EASTERN",2
"74",2,1078108,"GOA",356,0,10200,220,52,1,2001-07-11 10:26:41,245,230,5.4,NA,239,0,0.28,1.634,17.275,6.115,"Y",58.1272,58.12694,-150.0089,-150.03641,12.3,172,1078108,245,"Y","Kodiak         ",201,300,"Kenai Gullies                 ","CENTRAL GOA","GULLY","Q3","July",2001,1999,"NOT_EASTERN",2
"75",2,-5185,"GOA",150,0,10200,160,20,2,2009-06-22 08:09:58,92,22,5,NA,86,0,0.298,1.641,16.683,5.97,"Y",55.86569,55.87833,-155.1736,-155.1613,6.9,172,-5185,92,"Y","Chirikof       ",1,100,"Chirikof Bank                 ","CENTRAL GOA","SHELF","Q2","June",2009,2007,"NOT_EASTERN",2
